priority_rank,date_key,store_id,store_name,city_id,sku_id,sku_name,category,risk_score,risk_level,hours_to_stockout,days_of_cover,current_closing_stock,projected_inventory,reorder_point,target_stock,recommended_quantity,case_pack_size,lost_sales_exposure,reason,action
672,20260629,39,HYD_DS_09,4,166,STAP_ATTA_16,Staples,12,Low,70.9,3.94,94,94,114,186,96,12,0.0,Projected inventory (94) breached ROP (114). Target: 186.,Scheduled Replenishment
673,20260629,40,HYD_DS_10,4,250,BABY_BABY_10,Baby Care,12,Low,72.2,4.01,96,96,111,183,96,12,0.0,Projected inventory (96) breached ROP (111). Target: 183.,Scheduled Replenishment
674,20260629,25,MUM_DS_05,3,166,STAP_ATTA_16,Staples,12,Low,72.4,4.02,96,96,118,190,96,12,0.0,Projected inventory (96) breached ROP (118). Target: 190.,Scheduled Replenishment
675,20260629,17,DEL_DS_07,2,155,STAP_SPIC_05,Staples,12,Low,72.7,4.04,71,71,86,138,68,4,0.0,Projected inventory (71) breached ROP (86). Target: 138.,Scheduled Replenishment
676,20260629,29,MUM_DS_09,3,171,STAP_ATTA_21,Staples,12,Low,72.7,4.04,105,105,127,205,108,12,0.0,Projected inventory (105) breached ROP (127). Target: 205.,Scheduled Replenishment
677,20260629,33,HYD_DS_03,4,153,STAP_DALS_03,Staples,12,Low,73.1,4.06,49,49,64,100,72,24,0.0,Projected inventory (49) breached ROP (64). Target: 100.,Scheduled Replenishment
678,20260629,1,BEN_DS_01,1,168,STAP_DALS_18,Staples,12,Low,75.8,4.21,140,140,162,262,126,6,0.0,Projected inventory (140) breached ROP (162). Target: 262.,Scheduled Replenishment
679,20260629,36,HYD_DS_06,4,163,STAP_DALS_13,Staples,12,Low,76.1,4.23,51,51,59,95,48,8,0.0,Projected inventory (51) breached ROP (59). Target: 95.,Scheduled Replenishment
680,20260629,38,HYD_DS_08,4,50,BEVE_WATE_20,Beverages,12,Low,76.9,4.27,164,164,191,345,186,6,0.0,Projected inventory (164) breached ROP (191). Target: 345.,Scheduled Replenishment
681,20260629,6,BEN_DS_06,1,163,STAP_DALS_13,Staples,12,Low,77.6,4.31,69,69,77,125,56,8,0.0,Projected inventory (69) breached ROP (77). Target: 125.,Scheduled Replenishment
682,20260629,15,DEL_DS_05,2,26,DAIR_MILK_26,Dairy,12,Low,81.4,4.52,189,189,218,385,198,6,0.0,Projected inventory (189) breached ROP (218). Target: 385.,Scheduled Replenishment
683,20260629,37,HYD_DS_07,4,166,STAP_ATTA_16,Staples,12,Low,82.3,4.57,80,80,85,138,60,12,0.0,Projected inventory (80) breached ROP (85). Target: 138.,Scheduled Replenishment
684,20260629,33,HYD_DS_03,4,252,BABY_BABY_12,Baby Care,12,Low,83.2,4.62,107,107,111,180,76,4,0.0,Projected inventory (107) breached ROP (111). Target: 180.,Scheduled Replenishment
685,20260629,23,MUM_DS_03,3,214,HOUS_DISP_04,Household,11,Low,40.5,2.25,26,26,45,91,72,8,0.0,Projected inventory (26) breached ROP (45). Target: 91.,Scheduled Replenishment
686,20260629,23,MUM_DS_03,3,194,PERS_SKIN_14,Personal Care,10,Low,40.9,2.27,29,29,36,100,72,6,0.0,Projected inventory (29) breached ROP (36). Target: 100.,Scheduled Replenishment
687,20260629,39,HYD_DS_09,4,210,PERS_SANI_30,Personal Care,10,Low,40.9,2.27,19,19,32,65,48,6,0.0,Projected inventory (19) breached ROP (32). Target: 65.,Scheduled Replenishment
688,20260629,37,HYD_DS_07,4,232,HOUS_DISH_22,Household,10,Low,41.0,2.28,13,13,16,44,48,24,0.0,Projected inventory (13) breached ROP (16). Target: 44.,Scheduled Replenishment
689,20260629,39,HYD_DS_09,4,214,HOUS_DISP_04,Household,10,Low,41.2,2.29,24,24,41,83,64,8,0.0,Projected inventory (24) breached ROP (41). Target: 83.,Scheduled Replenishment
690,20260629,35,HYD_DS_05,4,300,PET _CAT _30,Pet Care,10,Low,41.6,2.31,19,19,23,64,48,6,0.0,Projected inventory (19) breached ROP (23). Target: 64.,Scheduled Replenishment
691,20260629,25,MUM_DS_05,3,235,HOUS_REPE_25,Household,10,Low,41.8,2.32,28,28,33,93,72,12,0.0,Projected inventory (28) breached ROP (33). Target: 93.,Scheduled Replenishment
692,20260629,6,BEN_DS_06,1,229,HOUS_DISP_19,Household,10,Low,41.9,2.33,17,17,29,59,42,6,0.0,Projected inventory (17) breached ROP (29). Target: 59.,Scheduled Replenishment
693,20260629,11,DEL_DS_01,2,233,HOUS_CLEA_23,Household,10,Low,41.9,2.33,22,22,46,75,54,6,0.0,Projected inventory (22) breached ROP (46). Target: 75.,Scheduled Replenishment
694,20260629,9,BEN_DS_09,1,184,PERS_SKIN_04,Personal Care,9,Low,42.5,2.36,14,14,16,46,48,24,0.0,Projected inventory (14) breached ROP (16). Target: 46.,Scheduled Replenishment
695,20260629,24,MUM_DS_04,3,272,PET _CAT _02,Pet Care,9,Low,42.8,2.38,10,10,16,33,24,6,0.0,Projected inventory (10) breached ROP (16). Target: 33.,Scheduled Replenishment
696,20260629,15,DEL_DS_05,2,219,HOUS_DISP_09,Household,9,Low,43.0,2.39,22,22,36,73,72,24,0.0,Projected inventory (22) breached ROP (36). Target: 73.,Scheduled Replenishment
697,20260629,25,MUM_DS_05,3,193,PERS_ORAL_13,Personal Care,9,Low,43.2,2.4,12,12,15,40,28,4,0.0,Projected inventory (12) breached ROP (15). Target: 40.,Scheduled Replenishment
698,20260629,28,MUM_DS_08,3,281,PET _PET _11,Pet Care,9,Low,43.7,2.43,9,9,19,30,24,4,0.0,Projected inventory (9) breached ROP (19). Target: 30.,Scheduled Replenishment
699,20260629,29,MUM_DS_09,3,206,PERS_SOAP_26,Personal Care,9,Low,43.9,2.44,16,16,18,50,36,4,0.0,Projected inventory (16) breached ROP (18). Target: 50.,Scheduled Replenishment
700,20260629,37,HYD_DS_07,4,224,HOUS_DISP_14,Household,9,Low,43.9,2.44,22,22,35,71,56,8,0.0,Projected inventory (22) breached ROP (35). Target: 71.,Scheduled Replenishment
701,20260629,35,HYD_DS_05,4,289,PET _PET _19,Pet Care,8,Low,44.3,2.46,20,20,40,64,96,24,0.0,Projected inventory (20) breached ROP (40). Target: 64.,Scheduled Replenishment
702,20260629,24,MUM_DS_04,3,300,PET _CAT _30,Pet Care,8,Low,44.5,2.47,18,18,21,58,42,6,0.0,Projected inventory (18) breached ROP (21). Target: 58.,Scheduled Replenishment
703,20260629,37,HYD_DS_07,4,193,PERS_ORAL_13,Personal Care,8,Low,44.5,2.47,9,9,11,29,20,4,0.0,Projected inventory (9) breached ROP (11). Target: 29.,Scheduled Replenishment
704,20260629,24,MUM_DS_04,3,215,HOUS_REPE_05,Household,8,Low,44.6,2.48,20,20,22,62,44,4,0.0,Projected inventory (20) breached ROP (22). Target: 62.,Scheduled Replenishment
705,20260629,2,BEN_DS_02,1,240,HOUS_REPE_30,Household,8,Low,45.4,2.52,11,11,13,35,48,12,0.0,Projected inventory (11) breached ROP (13). Target: 35.,Scheduled Replenishment
706,20260629,4,BEN_DS_04,1,206,PERS_SOAP_26,Personal Care,7,Low,46.8,2.6,13,13,15,40,28,4,0.0,Projected inventory (13) breached ROP (15). Target: 40.,Scheduled Replenishment
707,20260629,18,DEL_DS_08,2,215,HOUS_REPE_05,Household,7,Low,46.8,2.6,23,23,24,69,48,4,0.0,Projected inventory (23) breached ROP (24). Target: 69.,Scheduled Replenishment
708,20260629,23,MUM_DS_03,3,219,HOUS_DISP_09,Household,7,Low,47.0,2.61,35,35,51,105,72,24,0.0,Projected inventory (35) breached ROP (51). Target: 105.,Scheduled Replenishment
709,20260629,18,DEL_DS_08,2,238,HOUS_CLEA_28,Household,6,Low,47.2,2.62,26,26,37,77,52,4,0.0,Projected inventory (26) breached ROP (37). Target: 77.,Scheduled Replenishment
710,20260629,28,MUM_DS_08,3,287,PET _DOG _17,Pet Care,6,Low,47.2,2.62,9,9,15,29,32,8,0.0,Projected inventory (9) breached ROP (15). Target: 29.,Scheduled Replenishment
711,20260629,1,BEN_DS_01,1,199,PERS_SKIN_19,Personal Care,6,Low,48.1,2.67,13,13,26,41,32,8,0.0,Projected inventory (13) breached ROP (26). Target: 41.,Scheduled Replenishment
712,20260629,34,HYD_DS_04,4,220,HOUS_REPE_10,Household,6,Low,48.1,2.67,16,16,23,47,36,12,0.0,Projected inventory (16) breached ROP (23). Target: 47.,Scheduled Replenishment
713,20260629,38,HYD_DS_08,4,240,HOUS_REPE_30,Household,6,Low,48.2,2.68,9,9,10,27,48,12,0.0,Projected inventory (9) breached ROP (10). Target: 27.,Scheduled Replenishment
714,20260629,8,BEN_DS_08,1,293,PET _PET _23,Pet Care,6,Low,48.4,2.69,29,29,41,84,60,12,0.0,Projected inventory (29) breached ROP (41). Target: 84.,Scheduled Replenishment
715,20260629,29,MUM_DS_09,3,222,HOUS_DISH_12,Household,6,Low,48.4,2.69,25,25,34,72,48,12,0.0,Projected inventory (25) breached ROP (34). Target: 72.,Scheduled Replenishment
716,20260629,18,DEL_DS_08,2,185,PERS_SANI_05,Personal Care,6,Low,48.6,2.7,26,26,49,78,60,12,0.0,Projected inventory (26) breached ROP (49). Target: 78.,Scheduled Replenishment
717,20260629,9,BEN_DS_09,1,228,HOUS_CLEA_18,Household,6,Low,49.1,2.73,22,22,22,62,40,8,0.0,Projected inventory (22) breached ROP (22). Target: 62.,Scheduled Replenishment
718,20260629,23,MUM_DS_03,3,205,PERS_SANI_25,Personal Care,6,Low,49.5,2.75,11,11,11,31,24,12,0.0,Projected inventory (11) breached ROP (11). Target: 31.,Scheduled Replenishment
719,20260629,17,DEL_DS_07,2,231,HOUS_DETE_21,Household,6,Low,49.7,2.76,14,14,22,42,36,12,0.0,Projected inventory (14) breached ROP (22). Target: 42.,Scheduled Replenishment
720,20260629,24,MUM_DS_04,3,203,PERS_ORAL_23,Personal Care,6,Low,49.9,2.77,19,19,32,53,36,6,0.0,Projected inventory (19) breached ROP (32). Target: 53.,Scheduled Replenishment
721,20260629,1,BEN_DS_01,1,205,PERS_SANI_25,Personal Care,6,Low,50.4,2.8,10,10,11,28,24,12,0.0,Projected inventory (10) breached ROP (11). Target: 28.,Scheduled Replenishment
722,20260629,4,BEN_DS_04,1,207,PERS_HAIR_27,Personal Care,6,Low,51.1,2.84,13,13,19,37,24,6,0.0,Projected inventory (13) breached ROP (19). Target: 37.,Scheduled Replenishment
723,20260629,33,HYD_DS_03,4,218,HOUS_CLEA_08,Household,6,Low,51.7,2.87,9,9,17,26,18,6,0.0,Projected inventory (9) breached ROP (17). Target: 26.,Scheduled Replenishment
724,20260629,7,BEN_DS_07,1,218,HOUS_CLEA_08,Household,6,Low,51.8,2.88,14,14,25,40,30,6,0.0,Projected inventory (14) breached ROP (25). Target: 40.,Scheduled Replenishment
725,20260629,23,MUM_DS_03,3,207,PERS_HAIR_27,Personal Care,6,Low,52.2,2.9,17,17,23,47,30,6,0.0,Projected inventory (17) breached ROP (23). Target: 47.,Scheduled Replenishment
726,20260629,35,HYD_DS_05,4,195,PERS_SANI_15,Personal Care,6,Low,52.2,2.9,12,12,22,34,24,6,0.0,Projected inventory (12) breached ROP (22). Target: 34.,Scheduled Replenishment
727,20260629,4,BEN_DS_04,1,220,HOUS_REPE_10,Household,6,Low,53.1,2.95,19,19,25,51,36,12,0.0,Projected inventory (19) breached ROP (25). Target: 51.,Scheduled Replenishment
728,20260629,6,BEN_DS_06,1,205,PERS_SANI_25,Personal Care,6,Low,53.3,2.96,11,11,13,31,24,12,0.0,Projected inventory (11) breached ROP (13). Target: 31.,Scheduled Replenishment
729,20260629,39,HYD_DS_09,4,273,PET _PET _03,Pet Care,6,Low,53.3,2.96,11,11,20,31,24,8,0.0,Projected inventory (11) breached ROP (20). Target: 31.,Scheduled Replenishment
730,20260629,10,BEN_DS_10,1,274,PET _PET _04,Pet Care,6,Low,53.5,2.97,25,25,40,66,48,12,0.0,Projected inventory (25) breached ROP (40). Target: 66.,Scheduled Replenishment
731,20260629,4,BEN_DS_04,1,210,PERS_SANI_30,Personal Care,6,Low,53.6,2.98,23,23,30,60,42,6,0.0,Projected inventory (23) breached ROP (30). Target: 60.,Scheduled Replenishment
732,20260629,9,BEN_DS_09,1,290,PET _PET _20,Pet Care,6,Low,53.6,2.98,13,13,13,35,24,8,0.0,Projected inventory (13) breached ROP (13). Target: 35.,Scheduled Replenishment
733,20260629,7,BEN_DS_07,1,234,HOUS_DISP_24,Household,6,Low,54.0,3.0,27,27,34,70,48,6,0.0,Projected inventory (27) breached ROP (34). Target: 70.,Scheduled Replenishment
734,20260629,10,BEN_DS_10,1,192,PERS_HAIR_12,Personal Care,6,Low,54.2,3.01,17,17,23,46,32,8,0.0,Projected inventory (17) breached ROP (23). Target: 46.,Scheduled Replenishment
735,20260629,1,BEN_DS_01,1,234,HOUS_DISP_24,Household,6,Low,55.1,3.06,28,28,36,72,48,6,0.0,Projected inventory (28) breached ROP (36). Target: 72.,Scheduled Replenishment
736,20260629,6,BEN_DS_06,1,206,PERS_SOAP_26,Personal Care,6,Low,55.1,3.06,14,14,14,36,24,4,0.0,Projected inventory (14) breached ROP (14). Target: 36.,Scheduled Replenishment
737,20260629,35,HYD_DS_05,4,231,HOUS_DETE_21,Household,6,Low,55.1,3.06,14,14,18,36,24,12,0.0,Projected inventory (14) breached ROP (18). Target: 36.,Scheduled Replenishment
738,20260629,23,MUM_DS_03,3,220,HOUS_REPE_10,Household,6,Low,55.3,3.07,25,25,34,66,48,12,0.0,Projected inventory (25) breached ROP (34). Target: 66.,Scheduled Replenishment
739,20260629,23,MUM_DS_03,3,233,HOUS_CLEA_23,Household,6,Low,55.8,3.1,43,43,71,113,72,6,0.0,Projected inventory (43) breached ROP (71). Target: 113.,Scheduled Replenishment
740,20260629,9,BEN_DS_09,1,294,PET _PET _24,Pet Care,6,Low,56.0,3.11,14,14,18,36,24,8,0.0,Projected inventory (14) breached ROP (18). Target: 36.,Scheduled Replenishment
741,20260629,28,MUM_DS_08,3,238,HOUS_CLEA_28,Household,6,Low,56.0,3.11,30,30,37,76,48,4,0.0,Projected inventory (30) breached ROP (37). Target: 76.,Scheduled Replenishment
742,20260629,24,MUM_DS_04,3,281,PET _PET _11,Pet Care,6,Low,56.2,3.12,10,10,17,27,20,4,0.0,Projected inventory (10) breached ROP (17). Target: 27.,Scheduled Replenishment
743,20260629,24,MUM_DS_04,3,280,PET _CAT _10,Pet Care,6,Low,56.9,3.16,28,28,45,72,48,12,0.0,Projected inventory (28) breached ROP (45). Target: 72.,Scheduled Replenishment
744,20260629,38,HYD_DS_08,4,229,HOUS_DISP_19,Household,6,Low,56.9,3.16,21,21,26,53,36,6,0.0,Projected inventory (21) breached ROP (26). Target: 53.,Scheduled Replenishment
745,20260629,37,HYD_DS_07,4,275,PET _DOG _05,Pet Care,6,Low,57.4,3.19,23,23,28,57,40,8,0.0,Projected inventory (23) breached ROP (28). Target: 57.,Scheduled Replenishment
746,20260629,37,HYD_DS_07,4,213,HOUS_CLEA_03,Household,6,Low,57.8,3.21,14,14,19,36,24,6,0.0,Projected inventory (14) breached ROP (19). Target: 36.,Scheduled Replenishment
747,20260629,2,BEN_DS_02,1,231,HOUS_DETE_21,Household,6,Low,58.5,3.25,16,16,20,40,24,12,0.0,Projected inventory (16) breached ROP (20). Target: 40.,Scheduled Replenishment
748,20260629,2,BEN_DS_02,1,221,HOUS_DETE_11,Household,6,Low,58.7,3.26,20,20,24,48,32,8,0.0,Projected inventory (20) breached ROP (24). Target: 48.,Scheduled Replenishment
749,20260629,17,DEL_DS_07,2,192,PERS_HAIR_12,Personal Care,6,Low,58.7,3.26,20,20,24,48,32,8,0.0,Projected inventory (20) breached ROP (24). Target: 48.,Scheduled Replenishment
750,20260629,2,BEN_DS_02,1,227,HOUS_DISH_17,Household,6,Low,58.9,3.27,11,11,15,28,24,12,0.0,Projected inventory (11) breached ROP (15). Target: 28.,Scheduled Replenishment
751,20260629,29,MUM_DS_09,3,234,HOUS_DISP_24,Household,6,Low,59.4,3.3,34,34,40,82,48,6,0.0,Projected inventory (34) breached ROP (40). Target: 82.,Scheduled Replenishment
752,20260629,38,HYD_DS_08,4,217,HOUS_DISH_07,Household,6,Low,59.4,3.3,12,12,19,30,72,24,0.0,Projected inventory (12) breached ROP (19). Target: 30.,Scheduled Replenishment
753,20260629,17,DEL_DS_07,2,233,HOUS_CLEA_23,Household,6,Low,59.8,3.32,41,41,62,99,60,6,0.0,Projected inventory (41) breached ROP (62). Target: 99.,Scheduled Replenishment
754,20260629,10,BEN_DS_10,1,222,HOUS_DISH_12,Household,6,Low,59.9,3.33,29,29,33,67,48,12,0.0,Projected inventory (29) breached ROP (33). Target: 67.,Scheduled Replenishment
755,20260629,29,MUM_DS_09,3,281,PET _PET _11,Pet Care,6,Low,60.5,3.36,18,18,27,43,28,4,0.0,Projected inventory (18) breached ROP (27). Target: 43.,Scheduled Replenishment
756,20260629,17,DEL_DS_07,2,273,PET _PET _03,Pet Care,6,Low,61.9,3.44,14,14,21,33,24,8,0.0,Projected inventory (14) breached ROP (21). Target: 33.,Scheduled Replenishment
757,20260629,2,BEN_DS_02,1,272,PET _CAT _02,Pet Care,6,Low,63.0,3.5,18,18,21,41,24,6,0.0,Projected inventory (18) breached ROP (21). Target: 41.,Scheduled Replenishment
758,20260629,7,BEN_DS_07,1,195,PERS_SANI_15,Personal Care,6,Low,63.0,3.5,18,18,28,43,30,6,0.0,Projected inventory (18) breached ROP (28). Target: 43.,Scheduled Replenishment
759,20260629,10,BEN_DS_10,1,208,PERS_ORAL_28,Personal Care,6,Low,63.0,3.5,37,37,41,83,48,8,0.0,Projected inventory (37) breached ROP (41). Target: 83.,Scheduled Replenishment
760,20260629,15,DEL_DS_05,2,271,PET _DOG _01,Pet Care,6,Low,63.0,3.5,12,12,17,28,24,24,0.0,Projected inventory (12) breached ROP (17). Target: 28.,Scheduled Replenishment
761,20260629,15,DEL_DS_05,2,291,PET _DOG _21,Pet Care,6,Low,63.0,3.5,27,27,30,60,48,24,0.0,Projected inventory (27) breached ROP (30). Target: 60.,Scheduled Replenishment
762,20260629,18,DEL_DS_08,2,273,PET _PET _03,Pet Care,6,Low,63.0,3.5,13,13,21,32,24,8,0.0,Projected inventory (13) breached ROP (21). Target: 32.,Scheduled Replenishment
763,20260629,10,BEN_DS_10,1,272,PET _CAT _02,Pet Care,6,Low,63.7,3.54,19,19,22,43,24,6,0.0,Projected inventory (19) breached ROP (22). Target: 43.,Scheduled Replenishment
764,20260629,10,BEN_DS_10,1,185,PERS_SANI_05,Personal Care,6,Low,63.9,3.55,39,39,53,86,48,12,0.0,Projected inventory (39) breached ROP (53). Target: 86.,Scheduled Replenishment
765,20260629,7,BEN_DS_07,1,227,HOUS_DISH_17,Household,6,Low,64.1,3.56,14,14,16,32,24,12,0.0,Projected inventory (14) breached ROP (16). Target: 32.,Scheduled Replenishment
766,20260629,23,MUM_DS_03,3,222,HOUS_DISH_12,Household,6,Low,64.1,3.56,31,31,33,67,48,12,0.0,Projected inventory (31) breached ROP (33). Target: 67.,Scheduled Replenishment
767,20260629,25,MUM_DS_05,3,214,HOUS_DISP_04,Household,6,Low,64.3,3.57,39,39,43,87,48,8,0.0,Projected inventory (39) breached ROP (43). Target: 87.,Scheduled Replenishment
768,20260629,15,DEL_DS_05,2,289,PET _PET _19,Pet Care,6,Low,64.4,3.58,24,24,33,53,96,24,0.0,Projected inventory (24) breached ROP (33). Target: 53.,Scheduled Replenishment
769,20260629,40,HYD_DS_10,4,221,HOUS_DETE_11,Household,6,Low,64.4,3.58,21,21,23,47,32,8,0.0,Projected inventory (21) breached ROP (23). Target: 47.,Scheduled Replenishment
770,20260629,9,BEN_DS_09,1,209,PERS_SKIN_29,Personal Care,6,Low,65.0,3.61,16,16,23,37,24,8,0.0,Projected inventory (16) breached ROP (23). Target: 37.,Scheduled Replenishment
771,20260629,10,BEN_DS_10,1,197,PERS_HAIR_17,Personal Care,6,Low,65.0,3.61,32,32,44,71,40,4,0.0,Projected inventory (32) breached ROP (44). Target: 71.,Scheduled Replenishment
772,20260629,23,MUM_DS_03,3,293,PET _PET _23,Pet Care,6,Low,65.0,3.61,48,48,50,104,60,12,0.0,Projected inventory (48) breached ROP (50). Target: 104.,Scheduled Replenishment
773,20260629,40,HYD_DS_10,4,286,PET _PET _16,Pet Care,6,Low,65.0,3.61,32,32,45,72,48,24,0.0,Projected inventory (32) breached ROP (45). Target: 72.,Scheduled Replenishment
774,20260629,7,BEN_DS_07,1,282,PET _PET _12,Pet Care,6,Low,65.5,3.64,20,20,22,44,48,24,0.0,Projected inventory (20) breached ROP (22). Target: 44.,Scheduled Replenishment
775,20260629,25,MUM_DS_05,3,274,PET _PET _04,Pet Care,6,Low,65.5,3.64,33,33,44,71,48,12,0.0,Projected inventory (33) breached ROP (44). Target: 71.,Scheduled Replenishment
776,20260629,7,BEN_DS_07,1,207,PERS_HAIR_27,Personal Care,6,Low,65.7,3.65,18,18,20,40,24,6,0.0,Projected inventory (18) breached ROP (20). Target: 40.,Scheduled Replenishment
777,20260629,7,BEN_DS_07,1,238,HOUS_CLEA_28,Household,6,Low,66.1,3.67,42,42,44,90,48,4,0.0,Projected inventory (42) breached ROP (44). Target: 90.,Scheduled Replenishment
778,20260629,38,HYD_DS_08,4,219,HOUS_DISP_09,Household,6,Low,66.1,3.67,33,33,34,70,72,24,0.0,Projected inventory (33) breached ROP (34). Target: 70.,Scheduled Replenishment
779,20260629,9,BEN_DS_09,1,287,PET _DOG _17,Pet Care,6,Low,66.4,3.69,14,14,16,31,32,8,0.0,Projected inventory (14) breached ROP (16). Target: 31.,Scheduled Replenishment
780,20260629,38,HYD_DS_08,4,274,PET _PET _04,Pet Care,6,Low,67.3,3.74,27,27,38,60,48,12,0.0,Projected inventory (27) breached ROP (38). Target: 60.,Scheduled Replenishment
781,20260629,40,HYD_DS_10,4,294,PET _PET _24,Pet Care,6,Low,67.5,3.75,15,15,16,32,24,8,0.0,Projected inventory (15) breached ROP (16). Target: 32.,Scheduled Replenishment
782,20260629,7,BEN_DS_07,1,286,PET _PET _16,Pet Care,6,Low,68.0,3.78,34,34,47,74,48,24,0.0,Projected inventory (34) breached ROP (47). Target: 74.,Scheduled Replenishment
783,20260629,15,DEL_DS_05,2,277,PET _PET _07,Pet Care,6,Low,68.0,3.78,17,17,23,37,24,6,0.0,Projected inventory (17) breached ROP (23). Target: 37.,Scheduled Replenishment
784,20260629,18,DEL_DS_08,2,274,PET _PET _04,Pet Care,6,Low,68.0,3.78,30,30,40,64,48,12,0.0,Projected inventory (30) breached ROP (40). Target: 64.,Scheduled Replenishment
785,20260629,39,HYD_DS_09,4,275,PET _DOG _05,Pet Care,6,Low,69.1,3.84,37,37,37,76,40,8,0.0,Projected inventory (37) breached ROP (37). Target: 76.,Scheduled Replenishment
786,20260629,6,BEN_DS_06,1,220,HOUS_REPE_10,Household,6,Low,69.7,3.87,21,21,21,43,24,12,0.0,Projected inventory (21) breached ROP (21). Target: 43.,Scheduled Replenishment
787,20260629,7,BEN_DS_07,1,280,PET _CAT _10,Pet Care,6,Low,69.8,3.88,46,46,59,95,60,12,0.0,Projected inventory (46) breached ROP (59). Target: 95.,Scheduled Replenishment
788,20260629,34,HYD_DS_04,4,219,HOUS_DISP_09,Household,6,Low,70.4,3.91,38,38,38,76,72,24,0.0,Projected inventory (38) breached ROP (38). Target: 76.,Scheduled Replenishment
789,20260629,39,HYD_DS_09,4,233,HOUS_CLEA_23,Household,6,Low,70.7,3.93,48,48,57,94,48,6,0.0,Projected inventory (48) breached ROP (57). Target: 94.,Scheduled Replenishment
790,20260629,36,HYD_DS_06,4,274,PET _PET _04,Pet Care,6,Low,71.5,3.97,23,23,29,46,48,12,0.0,Projected inventory (23) breached ROP (29). Target: 46.,Scheduled Replenishment
791,20260629,11,DEL_DS_01,2,271,PET _DOG _01,Pet Care,6,Low,72.0,4.0,14,14,18,29,24,24,0.0,Projected inventory (14) breached ROP (18). Target: 29.,Scheduled Replenishment
792,20260629,33,HYD_DS_03,4,201,PERS_SOAP_21,Personal Care,6,Low,72.0,4.0,26,26,31,51,36,12,0.0,Projected inventory (26) breached ROP (31). Target: 51.,Scheduled Replenishment
793,20260629,34,HYD_DS_04,4,218,HOUS_CLEA_08,Household,6,Low,72.0,4.0,16,16,20,32,18,6,0.0,Projected inventory (16) breached ROP (20). Target: 32.,Scheduled Replenishment
794,20260629,23,MUM_DS_03,3,221,HOUS_DETE_11,Household,6,Low,72.7,4.04,26,26,27,53,32,8,0.0,Projected inventory (26) breached ROP (27). Target: 53.,Scheduled Replenishment
795,20260629,11,DEL_DS_01,2,185,PERS_SANI_05,Personal Care,6,Low,73.1,4.06,36,36,45,72,36,12,0.0,Projected inventory (36) breached ROP (45). Target: 72.,Scheduled Replenishment
796,20260629,11,DEL_DS_01,2,231,HOUS_DETE_21,Household,6,Low,73.3,4.07,16,16,16,32,24,12,0.0,Projected inventory (16) breached ROP (16). Target: 32.,Scheduled Replenishment
797,20260629,23,MUM_DS_03,3,287,PET _DOG _17,Pet Care,6,Low,73.8,4.1,22,22,25,46,32,8,0.0,Projected inventory (22) breached ROP (25). Target: 46.,Scheduled Replenishment
798,20260629,25,MUM_DS_05,3,197,PERS_HAIR_17,Personal Care,6,Low,74.5,4.14,37,37,45,72,36,4,0.0,Projected inventory (37) breached ROP (45). Target: 72.,Scheduled Replenishment
799,20260629,25,MUM_DS_05,3,227,HOUS_DISH_17,Household,6,Low,76.0,4.22,16,16,16,31,24,12,0.0,Projected inventory (16) breached ROP (16). Target: 31.,Scheduled Replenishment
800,20260629,18,DEL_DS_08,2,296,PET _CAT _26,Pet Care,6,Low,76.3,4.24,46,46,53,86,48,24,0.0,Projected inventory (46) breached ROP (53). Target: 86.,Scheduled Replenishment
801,20260629,15,DEL_DS_05,2,218,HOUS_CLEA_08,Household,6,Low,77.6,4.31,16,16,21,32,18,6,0.0,Projected inventory (16) breached ROP (21). Target: 32.,Scheduled Replenishment
802,20260629,24,MUM_DS_04,3,276,PET _CAT _06,Pet Care,6,Low,77.9,4.33,26,26,29,47,24,12,0.0,Projected inventory (26) breached ROP (29). Target: 47.,Scheduled Replenishment
803,20260629,4,BEN_DS_04,1,218,HOUS_CLEA_08,Household,6,Low,78.5,4.36,19,19,23,36,18,6,0.0,Projected inventory (19) breached ROP (23). Target: 36.,Scheduled Replenishment
804,20260629,15,DEL_DS_05,2,227,HOUS_DISH_17,Household,6,Low,80.3,4.46,14,14,14,26,12,12,0.0,Projected inventory (14) breached ROP (14). Target: 26.,Scheduled Replenishment
805,20260629,15,DEL_DS_05,2,283,PET _DOG _13,Pet Care,6,Low,81.0,4.5,18,18,20,32,24,12,0.0,Projected inventory (18) breached ROP (20). Target: 32.,Scheduled Replenishment
806,20260629,34,HYD_DS_04,4,273,PET _PET _03,Pet Care,6,Low,82.3,4.57,16,16,18,29,16,8,0.0,Projected inventory (16) breached ROP (18). Target: 29.,Scheduled Replenishment
807,20260629,11,DEL_DS_01,2,209,PERS_SKIN_29,Personal Care,6,Low,82.4,4.58,18,18,20,32,16,8,0.0,Projected inventory (18) breached ROP (20). Target: 32.,Scheduled Replenishment
808,20260629,11,DEL_DS_01,2,199,PERS_SKIN_19,Personal Care,6,Low,83.9,4.66,20,20,22,35,24,8,0.0,Projected inventory (20) breached ROP (22). Target: 35.,Scheduled Replenishment
809,20260629,15,DEL_DS_05,2,203,PERS_ORAL_23,Personal Care,6,Low,85.0,4.72,28,28,29,47,24,6,0.0,Projected inventory (28) breached ROP (29). Target: 47.,Scheduled Replenishment
