transfer_id,city_id,source_store_id,source_store_name,destination_store_id,destination_store_name,sku_id,sku_name,category,recommended_quantity,source_doc_before,source_doc_after,destination_doc_before,destination_doc_after,destination_risk_score,hours_to_stockout,transfer_distance_km,transfer_cost,projected_source_stock,projected_destination_stock,estimated_lost_sales_avoided,reason
265,3,24,MUM_DS_04,29,MUM_DS_09,270,BABY_BABY_30,Baby Care,36,6.44,3.35,1.26,3.16,28,22.7,14.23,41.34,39,60,21352.32,Destination projected to breach safety stock within 22.7h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.4d). Distance is 14.2km within configured limit.
266,3,23,MUM_DS_03,29,MUM_DS_09,13,DAIR_BUTT_13,Dairy,116,4.29,2.83,1.29,2.66,28,23.2,13.77,40.66,225,225,14063.84,Destination projected to breach safety stock within 23.2h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.8d). Distance is 13.8km within configured limit.
267,1,6,BEN_DS_06,7,BEN_DS_07,78,SNAC_NAMK_18,Snacks,162,6.39,3.7,1.24,3.44,28,22.3,5.39,28.09,223,253,19726.92,Destination projected to breach safety stock within 22.3h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.7d). Distance is 5.4km within configured limit.
268,3,25,MUM_DS_05,29,MUM_DS_09,18,DAIR_BUTT_18,Dairy,48,4.08,2.93,1.24,2.26,28,22.3,4.46,26.69,123,106,9755.52,Destination projected to breach safety stock within 22.3h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 4.5km within configured limit.
269,3,27,MUM_DS_07,28,MUM_DS_08,24,DAIR_CHEE_24,Dairy,168,16.44,14.04,1.26,3.43,28,22.7,1.68,22.52,983,266,16076.6,Destination projected to breach safety stock within 22.7h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 14.0d). Distance is 1.7km within configured limit.
270,4,37,HYD_DS_07,40,HYD_DS_10,161,STAP_ATTA_11,Staples,16,4.59,3.28,1.2,2.15,28,21.6,6.03,29.05,40,36,6810.72,Destination projected to breach safety stock within 21.6h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.3d). Distance is 6.0km within configured limit.
271,3,24,MUM_DS_04,23,MUM_DS_03,265,BABY_DIAP_25,Baby Care,54,4.83,3.07,1.27,2.51,28,22.9,0.92,21.38,94,109,8818.2,Destination projected to breach safety stock within 22.9h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 0.9km within configured limit.
272,3,30,MUM_DS_10,22,MUM_DS_02,23,DAIR_BUTT_23,Dairy,96,4.39,2.97,1.27,2.17,28,22.9,10.31,35.47,201,232,5484.48,Destination projected to breach safety stock within 22.9h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 10.3km within configured limit.
273,3,30,MUM_DS_10,26,MUM_DS_06,96,PACK_NOOD_06,Packaged Foods,60,5.95,3.32,1.21,3.03,28,21.8,2.99,24.48,76,100,10840.2,Destination projected to breach safety stock within 21.8h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.3d). Distance is 3.0km within configured limit.
274,3,23,MUM_DS_03,22,MUM_DS_02,115,PACK_READ_25,Packaged Foods,42,5.12,3.09,1.2,3.06,28,21.6,5.8,28.7,64,69,9950.22,Destination projected to breach safety stock within 21.6h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 5.8km within configured limit.
275,1,4,BEN_DS_04,8,BEN_DS_08,259,BABY_BABY_19,Baby Care,12,4.87,4.13,1.25,2.09,28,22.5,5.42,28.13,67,30,4341.96,Destination projected to breach safety stock within 22.5h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.1d). Distance is 5.4km within configured limit.
276,1,9,BEN_DS_09,8,BEN_DS_08,176,STAP_ATTA_26,Staples,30,7.38,5.31,1.27,3.39,28,22.9,2.21,23.31,77,48,8220.63,Destination projected to breach safety stock within 22.9h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.3d). Distance is 2.2km within configured limit.
277,2,18,DEL_DS_08,12,DEL_DS_02,98,PACK_SAUC_08,Packaged Foods,12,4.04,3.23,1.2,1.92,28,21.6,0.72,21.08,48,32,2666.64,Destination projected to breach safety stock within 21.6h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 0.7km within configured limit.
278,3,23,MUM_DS_03,22,MUM_DS_02,103,PACK_SAUC_13,Packaged Foods,32,4.56,3.12,1.22,2.47,28,22.0,5.8,28.7,69,63,4129.92,Destination projected to breach safety stock within 22.0h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 5.8km within configured limit.
279,3,29,MUM_DS_09,21,MUM_DS_01,49,BEVE_ENER_19,Beverages,168,6.95,5.0,1.21,3.39,28,21.8,7.23,30.85,431,261,6514.2,Destination projected to breach safety stock within 21.8h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.0d). Distance is 7.2km within configured limit.
280,3,23,MUM_DS_03,29,MUM_DS_09,300,PET _CAT _30,Pet Care,6,4.07,3.5,1.22,1.75,28,22.0,13.77,40.66,37,20,1695.12,Destination projected to breach safety stock within 22.0h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.5d). Distance is 13.8km within configured limit.
281,2,12,DEL_DS_02,15,DEL_DS_05,51,BEVE_JUIC_21,Beverages,76,9.84,8.23,1.26,3.45,28,22.7,1.69,22.53,388,120,5775.0,Destination projected to breach safety stock within 22.7h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 8.2d). Distance is 1.7km within configured limit.
282,3,21,MUM_DS_01,29,MUM_DS_09,92,PACK_PAST_02,Packaged Foods,56,4.55,2.87,1.27,2.78,28,22.9,7.23,30.85,96,103,2940.56,Destination projected to breach safety stock within 22.9h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 7.2km within configured limit.
283,2,13,DEL_DS_03,17,DEL_DS_07,146,FRUI_FRES_26,Fruits & Vegetables,96,5.6,3.06,1.27,3.04,28,22.9,6.08,29.12,116,165,3365.76,Destination projected to breach safety stock within 22.9h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 6.1km within configured limit.
284,1,9,BEN_DS_09,8,BEN_DS_08,94,PACK_BREA_04,Packaged Foods,24,4.03,2.95,1.22,2.35,28,22.0,2.21,23.31,65,50,1963.44,Destination projected to breach safety stock within 22.0h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 2.2km within configured limit.
285,1,4,BEN_DS_04,10,BEN_DS_10,297,PET _PET _27,Pet Care,28,6.09,3.55,1.01,3.17,28,18.2,1.13,21.7,39,41,3361.54,Destination projected to breach safety stock within 18.2h (DoC: 1.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.5d). Distance is 1.1km within configured limit.
286,3,24,MUM_DS_04,22,MUM_DS_02,141,FRUI_FRES_21,Fruits & Vegetables,92,4.75,2.93,1.21,2.4,28,21.8,6.53,29.79,148,185,1793.08,Destination projected to breach safety stock within 21.8h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 6.5km within configured limit.
287,4,39,HYD_DS_09,37,HYD_DS_07,114,PACK_BREA_24,Packaged Foods,48,6.55,4.93,1.24,3.45,28,22.3,9.5,34.25,147,75,2579.28,Destination projected to breach safety stock within 22.3h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.9d). Distance is 9.5km within configured limit.
288,2,13,DEL_DS_03,20,DEL_DS_10,202,PERS_HAIR_22,Personal Care,24,6.2,3.63,0.75,2.99,28,13.5,3.18,24.77,34,32,1333.42,Destination projected to breach safety stock within 13.5h (DoC: 0.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.6d). Distance is 3.2km within configured limit.
289,1,6,BEN_DS_06,8,BEN_DS_08,1,DAIR_MILK_01,Dairy,104,5.3,3.59,1.98,3.5,28,35.6,2.88,24.32,218,239,9903.92,Destination projected to breach safety stock within 35.6h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.6d). Distance is 2.9km within configured limit.
290,1,6,BEN_DS_06,8,BEN_DS_08,2,DAIR_CURD_02,Dairy,84,5.32,3.49,1.91,3.5,28,34.4,2.88,24.32,160,185,3964.8,Destination projected to breach safety stock within 34.4h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.5d). Distance is 2.9km within configured limit.
291,1,9,BEN_DS_09,8,BEN_DS_08,7,DAIR_CURD_07,Dairy,96,5.2,3.93,1.99,3.4,28,35.8,2.21,23.31,297,231,14879.04,Destination projected to breach safety stock within 35.8h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.9d). Distance is 2.2km within configured limit.
292,1,5,BEN_DS_05,10,BEN_DS_10,37,BEVE_COLD_07,Beverages,68,6.08,4.17,1.91,3.43,28,34.4,3.82,25.73,149,153,6364.12,Destination projected to breach safety stock within 34.4h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.2d). Distance is 3.8km within configured limit.
293,2,18,DEL_DS_08,12,DEL_DS_02,5,DAIR_PANE_05,Dairy,40,4.17,3.1,1.98,2.9,28,35.6,0.72,21.08,115,126,3764.0,Destination projected to breach safety stock within 35.6h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 0.7km within configured limit.
294,2,13,DEL_DS_03,14,DEL_DS_04,1,DAIR_MILK_01,Dairy,104,6.39,3.03,2.0,3.25,28,36.0,9.45,34.17,187,270,9903.92,Destination projected to breach safety stock within 36.0h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 9.4km within configured limit.
295,2,13,DEL_DS_03,14,DEL_DS_04,33,BEVE_TEA _03,Beverages,88,6.77,4.66,1.91,3.45,28,34.4,9.45,34.17,194,197,6367.68,Destination projected to breach safety stock within 34.4h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.7d). Distance is 9.4km within configured limit.
296,2,20,DEL_DS_10,17,DEL_DS_07,34,BEVE_ENER_04,Beverages,90,5.02,3.03,1.96,3.51,28,35.3,3.43,25.15,137,204,5616.0,Destination projected to breach safety stock within 35.3h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 3.4km within configured limit.
297,2,15,DEL_DS_05,18,DEL_DS_08,67,SNAC_BISC_07,Snacks,92,5.69,3.78,1.93,3.48,28,34.7,2.4,23.6,183,207,10486.16,Destination projected to breach safety stock within 34.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.8d). Distance is 2.4km within configured limit.
298,2,18,DEL_DS_08,19,DEL_DS_09,2,DAIR_CURD_02,Dairy,96,5.69,3.87,1.93,3.45,28,34.7,6.62,29.94,205,218,4531.2,Destination projected to breach safety stock within 34.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.9d). Distance is 6.6km within configured limit.
299,2,20,DEL_DS_10,19,DEL_DS_09,125,FRUI_CUT _05,Fruits & Vegetables,56,6.62,4.71,1.99,3.44,28,35.8,2.12,23.18,138,133,2836.96,Destination projected to breach safety stock within 35.8h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.7d). Distance is 2.1km within configured limit.
300,2,13,DEL_DS_03,19,DEL_DS_09,126,FRUI_FRES_06,Fruits & Vegetables,96,9.84,7.84,1.92,3.4,28,34.6,1.71,22.57,375,221,6207.36,Destination projected to breach safety stock within 34.6h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 7.8d). Distance is 1.7km within configured limit.
301,2,19,DEL_DS_09,20,DEL_DS_10,123,FRUI_DAIL_03,Fruits & Vegetables,48,11.53,10.37,1.98,3.47,28,35.6,2.12,23.18,432,112,3904.32,Destination projected to breach safety stock within 35.6h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 10.4d). Distance is 2.1km within configured limit.
302,3,24,MUM_DS_04,21,MUM_DS_01,7,DAIR_CURD_07,Dairy,72,6.53,3.12,1.98,2.85,28,35.6,8.86,33.29,197,235,11159.28,Destination projected to breach safety stock within 35.6h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 8.9km within configured limit.
303,3,30,MUM_DS_10,26,MUM_DS_06,3,DAIR_BUTT_03,Dairy,72,4.3,3.14,1.92,2.72,28,34.6,2.99,24.48,196,245,5088.96,Destination projected to breach safety stock within 34.6h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 3.0km within configured limit.
304,3,30,MUM_DS_10,26,MUM_DS_06,7,DAIR_CURD_07,Dairy,120,5.59,3.53,1.91,3.35,28,34.4,2.99,24.48,205,279,18598.8,Destination projected to breach safety stock within 34.4h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.5d). Distance is 3.0km within configured limit.
305,3,30,MUM_DS_10,26,MUM_DS_06,70,SNAC_NUTS_10,Snacks,96,8.03,5.92,2.0,3.46,28,36.0,2.99,24.48,269,227,12424.32,Destination projected to breach safety stock within 36.0h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.9d). Distance is 3.0km within configured limit.
306,4,33,HYD_DS_03,35,HYD_DS_05,33,BEVE_TEA _03,Beverages,72,7.48,5.31,1.98,3.45,28,35.6,2.64,23.95,176,169,5209.92,Destination projected to breach safety stock within 35.6h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.3d). Distance is 2.6km within configured limit.
307,4,32,HYD_DS_02,39,HYD_DS_09,6,DAIR_MILK_06,Dairy,138,6.03,4.19,2.0,3.48,28,36.0,2.84,24.27,314,325,7024.2,Destination projected to breach safety stock within 36.0h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.2d). Distance is 2.8km within configured limit.
308,4,34,HYD_DS_04,39,HYD_DS_09,63,SNAC_NAMK_03,Snacks,104,16.42,14.55,1.93,3.41,28,34.7,2.24,23.36,813,240,16380.0,Destination projected to breach safety stock within 34.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 14.6d). Distance is 2.2km within configured limit.
309,3,25,MUM_DS_05,29,MUM_DS_09,265,BABY_DIAP_25,Baby Care,66,4.65,2.96,1.3,2.79,27,23.4,4.46,26.69,116,124,10777.8,Destination projected to breach safety stock within 23.4h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 4.5km within configured limit.
310,2,15,DEL_DS_05,16,DEL_DS_06,139,FRUI_SEAS_19,Fruits & Vegetables,184,16.09,12.88,1.31,3.45,27,23.6,4.65,26.98,739,297,14281.15,Destination projected to breach safety stock within 23.6h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 12.9d). Distance is 4.7km within configured limit.
311,3,30,MUM_DS_10,26,MUM_DS_06,100,PACK_READ_10,Packaged Foods,80,6.28,3.55,1.33,3.22,27,23.9,2.99,24.48,104,136,8728.8,Destination projected to breach safety stock within 23.9h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.5d). Distance is 3.0km within configured limit.
312,2,13,DEL_DS_03,19,DEL_DS_09,120,PACK_READ_30,Packaged Foods,48,7.82,5.7,1.3,2.83,27,23.4,1.71,22.57,129,89,5624.16,Destination projected to breach safety stock within 23.4h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.7d). Distance is 1.7km within configured limit.
313,4,37,HYD_DS_07,40,HYD_DS_10,71,SNAC_CHIP_11,Snacks,102,6.83,4.12,1.3,3.48,27,23.4,6.03,29.05,155,163,6412.68,Destination projected to breach safety stock within 23.4h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.1d). Distance is 6.0km within configured limit.
314,3,29,MUM_DS_09,21,MUM_DS_01,279,PET _DOG _09,Pet Care,24,7.07,5.34,1.33,3.31,27,23.9,7.23,30.85,74,40,5805.36,Destination projected to breach safety stock within 23.9h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.3d). Distance is 7.2km within configured limit.
315,3,30,MUM_DS_10,22,MUM_DS_02,137,FRUI_EXOT_17,Fruits & Vegetables,216,6.17,3.27,1.32,3.34,27,23.8,10.31,35.47,243,358,5480.35,Destination projected to breach safety stock within 23.8h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.3d). Distance is 10.3km within configured limit.
316,4,38,HYD_DS_08,39,HYD_DS_09,46,BEVE_JUIC_16,Beverages,168,14.64,11.8,1.31,3.36,27,23.6,1.62,22.43,697,276,5291.55,Destination projected to breach safety stock within 23.6h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 11.8d). Distance is 1.6km within configured limit.
317,2,20,DEL_DS_10,17,DEL_DS_07,28,DAIR_BUTT_28,Dairy,48,4.51,3.21,1.33,2.36,27,23.9,3.43,25.15,118,110,1880.16,Destination projected to breach safety stock within 23.9h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 3.4km within configured limit.
318,2,15,DEL_DS_05,16,DEL_DS_06,215,HOUS_REPE_05,Household,28,9.71,5.71,1.13,3.57,27,20.3,4.65,26.98,40,41,1592.29,Destination projected to breach safety stock within 20.3h (DoC: 1.1d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.7d). Distance is 4.7km within configured limit.
319,1,5,BEN_DS_05,7,BEN_DS_07,149,FRUI_SEAS_29,Fruits & Vegetables,120,7.31,4.86,1.36,3.32,27,24.5,3.79,25.68,239,203,12477.6,Destination projected to breach safety stock within 24.5h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.9d). Distance is 3.8km within configured limit.
320,2,16,DEL_DS_06,14,DEL_DS_04,259,BABY_BABY_19,Baby Care,36,7.89,5.75,1.36,3.48,27,24.5,7.3,30.96,97,59,12302.22,Destination projected to breach safety stock within 24.5h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.8d). Distance is 7.3km within configured limit.
321,2,11,DEL_DS_01,19,DEL_DS_09,258,BABY_BABY_18,Baby Care,24,5.57,3.76,1.34,2.73,27,24.1,7.75,31.62,50,47,13254.96,Destination projected to breach safety stock within 24.1h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.8d). Distance is 7.7km within configured limit.
322,3,29,MUM_DS_09,21,MUM_DS_01,48,BEVE_TEA _18,Beverages,66,4.15,3.06,1.37,2.6,27,24.7,7.23,30.85,186,140,3610.2,Destination projected to breach safety stock within 24.7h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 7.2km within configured limit.
323,3,23,MUM_DS_03,22,MUM_DS_02,58,BEVE_TEA _28,Beverages,96,4.51,3.22,1.34,2.53,27,24.1,5.8,28.7,238,205,9590.4,Destination projected to breach safety stock within 24.1h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 5.8km within configured limit.
324,3,24,MUM_DS_04,29,MUM_DS_09,20,DAIR_PANE_20,Dairy,24,6.59,2.79,1.35,1.64,27,24.3,14.23,41.34,154,135,3348.72,Destination projected to breach safety stock within 24.3h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.8d). Distance is 14.2km within configured limit.
